@examples
dim 36
format xy
0.166666666666667+0.00000000000000i 0.166384043730929 - 0.00970194668724689i 0.159042006969561 - 0.0498339020835395i 0.159499176627375 - 0.0483507025074843i 0.165101541631340 - 0.0227872492577052i 0.161186896539355 - 0.0423858721956856i 0.166384043730929+0.00970194668724689i 0.166666666666667+0.00000000000000i 0.161673228623461 - 0.0404912944253942i 0.162043283502209 - 0.0389839973527670i 0.166148056801679 - 0.0131377699326724i 0.163380918689951 - 0.0329310368164374i 0.159042006969561+0.0498339020835395i 0.161673228623461+0.0404912944253942i 0.166666666666667+0.00000000000000i 0.166659440011431+0.00155204151165163i 0.164361948498471+0.0276211452254192i 0.166486445565236+0.00774862702880814i 0.159499176627375+0.0483507025074843i 0.162043283502209+0.0389839973527670i 0.166659440011431 - 0.00155204151165163i 0.166666666666667+0.00000000000000i 0.164612036759593+0.0260893681724232i 0.166551383869217+0.00619792780100417i 0.165101541631340+0.0227872492577052i 0.166148056801679+0.0131377699326724i 0.164361948498471 - 0.0276211452254192i 0.164612036759593 - 0.0260893681724232i 0.166666666666667+0.00000000000000i 0.165468375264883 - 0.0199498011262704i 0.161186896539355+0.0423858721956856i 0.163380918689951+0.0329310368164374i 0.166486445565236 - 0.00774862702880814i 0.166551383869217 - 0.00619792780100417i 0.165468375264883+0.0199498011262704i 0.166666666666667+0.00000000000000i -44.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.000857437994394768+0.166664461052330i 0.129430149857465 - 0.105002924176672i 0.0395751084306715+0.161899933818635i 0.0801286237762108 - 0.146140964241749i 0.148650153741229+0.0753718088577333i 0.000857437994394768 - 0.166664461052330i 0.166666666666667+0.00000000000000i -0.104335664632294 - 0.129968637999770i 0.162101390495348 - 0.0387416697788357i -0.145726798299328 - 0.0808794042708326i 0.0761355611490222 - 0.148260426636042i 0.129430149857465+0.105002924176672i -0.104335664632294+0.129968637999770i 0.166666666666667+0.00000000000000i -0.0712665255609544+0.150661408835334i 0.154297730223657 - 0.0630078425722172i 0.0679533080670922+0.152184512025753i 0.0395751084306715 - 0.161899933818635i 0.162101390495348+0.0387416697788357i -0.0712665255609544 - 0.150661408835334i 0.166666666666667+0.00000000000000i -0.122934680787520 - 0.112538180354262i 0.108513220910418 - 0.126501615268046i 0.0801286237762108+0.146140964241749i -0.145726798299328+0.0808794042708326i 0.154297730223657+0.0630078425722172i -0.122934680787520+0.112538180354262i 0.166666666666667+0.00000000000000i 0.00537734052175732+0.166579896706328i 0.148650153741229 - 0.0753718088577333i 0.0761355611490222+0.148260426636042i 0.0679533080670922 - 0.152184512025753i 0.108513220910418+0.126501615268046i 0.00537734052175732 - 0.166579896706328i 0.166666666666667+0.00000000000000i -43.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.161872534361012 - 0.0396870305933921i -0.163951693467310+0.0299603068572227i 0.132890635892433 - 0.100587557231909i 0.102698181317274+0.131266375480936i 0.0109696690013456 - 0.166305273938558i 0.161872534361012+0.0396870305933921i 0.166666666666667+0.00000000000000i -0.166369870494979 - 0.00994203043958004i 0.153020192915591 - 0.0660499684924450i 0.0684866533469889+0.151945240435846i 0.0502551037019474 - 0.158909415484685i -0.163951693467310 - 0.0299603068572227i -0.166369870494980+0.00994203043958005i 0.166666666666667+0.00000000000000i -0.148807673287191+0.0750603367207367i -0.0774285591212136 - 0.147589281488157i -0.0406863170923208+0.161624259872214i 0.132890635892433+0.100587557231909i 0.153020192915591+0.0660499684924450i -0.148807673287191 - 0.0750603367207367i 0.166666666666667+0.00000000000000i 0.00266317538360906+0.166645387798924i 0.109116045296288 - 0.125982008384833i 0.102698181317274 - 0.131266375480936i 0.0684866533469889 - 0.151945240435846i -0.0774285591212136+0.147589281488157i 0.00266317538360906 - 0.166645387798924i 0.166666666666667+0.00000000000000i -0.124222352863128 - 0.111115187201958i 0.0109696690013456+0.166305273938558i 0.0502551037019474+0.158909415484685i -0.0406863170923208 - 0.161624259872214i 0.109116045296288+0.125982008384833i -0.124222352863128+0.111115187201958i 0.166666666666667+0.00000000000000i -42.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.160595304678424+0.0445749469211341i 0.150198816966929+0.0722363700604661i -0.00204321314552755+0.166654142036193i 0.0893639275406902+0.140683567740799i -0.147016997819852+0.0785097454448516i 0.160595304678424 - 0.0445749469211341i 0.166666666666667+0.00000000000000i 0.164046942806181+0.0294343053888357i 0.0426028145869290+0.161129693002406i 0.123734338412278+0.111658368586746i -0.120664030930742+0.114969428185595i 0.150198816966929 - 0.0722363700604661i 0.164046942806181 - 0.0294343053888357i 0.166666666666667+0.00000000000000i 0.0703896124737986+0.151073095664206i 0.141508958741287+0.0880510782088136i -0.0984631207275847+0.134472270875310i -0.00204321314552755 - 0.166654142036193i 0.0426028145869290 - 0.161129693002406i 0.0703896124737986 - 0.151073095664206i 0.166666666666667+0.00000000000000i 0.139577458373679 - 0.0910818911294760i 0.0803061679869192+0.146043476954756i 0.0893639275406902 - 0.140683567740799i 0.123734338412278 - 0.111658368586746i 0.141508958741287 - 0.0880510782088136i 0.139577458373679+0.0910818911294760i 0.166666666666667+0.00000000000000i -0.0125579114929163+0.166192889850059i -0.147016997819852 - 0.0785097454448516i -0.120664030930742 - 0.114969428185595i -0.0984631207275847 - 0.134472270875310i 0.0803061679869192 - 0.146043476954757i -0.0125579114929163 - 0.166192889850059i 0.166666666666667+0.00000000000000i -41.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.158034949395895 - 0.0529408400690320i -0.0728439396568752+0.149905097421813i 0.159056309188461 - 0.0497882344045505i -0.166061246798577 - 0.0141929591516332i -0.000433262773708383+0.166666103515822i -0.158034949395895+0.0529408400690320i 0.166666666666667+0.00000000000000i 0.0214547191759859 - 0.165279983067694i -0.135003748912593+0.0977331343881054i 0.161969207489911 - 0.0392906299627270i -0.0525298372238504 - 0.158172039182068i -0.0728439396568752 - 0.149905097421813i 0.0214547191759859+0.165279983067694i 0.166666666666667+0.00000000000000i -0.114298789904662 - 0.121299482291177i 0.0598137511008696+0.155563790635935i 0.150093954310781 - 0.0724540037343063i 0.159056309188461+0.0497882344045505i -0.135003748912592 - 0.0977331343881054i -0.114298789904662+0.121299482291177i 0.166666666666667+0.00000000000000i -0.154238679827280 - 0.0631522558814449i -0.0502015452410018+0.158926343421075i -0.166061246798577+0.0141929591516332i 0.161969207489911+0.0392906299627270i 0.0598137511008696 - 0.155563790635935i -0.154238679827280+0.0631522558814449i 0.166666666666667+0.00000000000000i -0.0137612222566110 - 0.166097581378483i -0.000433262773708383 - 0.166666103515822i -0.0525298372238504+0.158172039182068i 0.150093954310781+0.0724540037343063i -0.0502015452410018 - 0.158926343421075i -0.0137612222566110+0.166097581378483i 0.166666666666667+0.00000000000000i -40.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.166171600777265 - 0.0128365444298291i 0.165436242102969+0.0202145387438279i -0.156804010839549 - 0.0564825633484209i 0.154497919802671+0.0625153625473381i -0.130431745865913 - 0.103756144146492i -0.166171600777265+0.0128365444298291i 0.166666666666667+0.00000000000000i -0.166501740009235 - 0.00741271553986326i 0.160688486540617+0.0442378578941587i -0.158853887275519 - 0.0504303507347947i 0.138035534141498+0.0934021899745881i 0.165436242102969 - 0.0202145387438279i -0.166501740009235+0.00741271553986326i 0.166666666666667+0.00000000000000i -0.162497011590753 - 0.0370472536344117i 0.160939646899064+0.0433152148070663i -0.142053122896473 - 0.0871704540147482i -0.156804010839549+0.0564825633484209i 0.160688486540617 - 0.0442378578941587i -0.162497011590753+0.0370472536344117i 0.166666666666667+0.00000000000000i -0.166541528500532 - 0.00645732626434504i 0.157875803262732+0.0534135612173991i 0.154497919802671 - 0.0625153625473381i -0.158853887275519+0.0504303507347947i 0.160939646899064 - 0.0433152148070663i -0.166541528500532+0.00645732626434504i 0.166666666666667+0.00000000000000i -0.159826718282076 - 0.0472567233413363i -0.130431745865913+0.103756144146492i 0.138035534141498 - 0.0934021899745881i -0.142053122896473+0.0871704540147482i 0.157875803262732 - 0.0534135612173991i -0.159826718282076+0.0472567233413363i 0.166666666666667+0.00000000000000i -39.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.132210954213439 - 0.101479265683930i 0.124563250551728 - 0.110732896601531i -0.165164676783771 - 0.0223250379773553i -0.164604483728537+0.0261369798224586i -0.0751746773962344+0.148749943382006i -0.132210954213439+0.101479265683930i 0.166666666666667+0.00000000000000i -0.0313891990871621+0.163684134718195i 0.144612647881467 - 0.0828550532586199i 0.114660926051889 - 0.120957223077834i -0.0309367151621311 - 0.163770258083557i 0.124563250551728+0.110732896601531i -0.0313891990871621 - 0.163684134718195i 0.166666666666667+0.00000000000000i -0.108607997367241 - 0.126420254254036i -0.140387358196633 - 0.0898285446634205i -0.155013085653934+0.0612268001272644i -0.165164676783771+0.0223250379773553i 0.144612647881467+0.0828550532586199i -0.108607997367241+0.126420254254036i 0.166666666666667+0.00000000000000i 0.159620023710201 - 0.0479502430497771i 0.0545721189560434 - 0.157479083088597i -0.164604483728537 - 0.0261369798224586i 0.114660926051889+0.120957223077834i -0.140387358196633+0.0898285446634205i 0.159620023710201+0.0479502430497771i 0.166666666666667+0.00000000000000i 0.0975717793862029 - 0.135120411652673i -0.0751746773962344 - 0.148749943382006i -0.0309367151621311+0.163770258083557i -0.155013085653934 - 0.0612268001272644i 0.0545721189560434+0.157479083088597i 0.0975717793862029+0.135120411652673i 0.166666666666667+0.00000000000000i -38.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.0768276994657495+0.147902949167954i -0.124624108921661 - 0.110664399213386i 0.161176529076042 - 0.0424252784643476i 0.0268301317053760+0.164492923283800i -0.0855793391248741 - 0.143017322351971i -0.0768276994657495 - 0.147902949167954i 0.166666666666667+0.00000000000000i -0.0407580445508366+0.161606186707594i -0.111945874445613 - 0.123474284660349i 0.133606147053869 - 0.0996352108804803i -0.0874669200671827+0.141870771026800i -0.124624108921661+0.110664399213386i -0.0407580445508366 - 0.161606186707594i 0.166666666666667+0.00000000000000i -0.0923490801748218+0.138742297691231i -0.129283150716532 - 0.105183861493027i 0.158953049614381+0.0501169212548608i 0.161176529076042+0.0424252784643476i -0.111945874445613+0.123474284660349i -0.0923490801748218 - 0.138742297691231i 0.166666666666667+0.00000000000000i -0.0159256234368251+0.165904045447741i -0.0463549866885662 - 0.160090577445647i 0.0268301317053760 - 0.164492923283800i 0.133606147053869+0.0996352108804803i -0.129283150716532+0.105183861493027i -0.0159256234368251 - 0.165904045447741i 0.166666666666667+0.00000000000000i -0.154928654243260+0.0614401324229555i -0.0855793391248741+0.143017322351971i -0.0874669200671826 - 0.141870771026800i 0.158953049614381 - 0.0501169212548608i -0.0463549866885662+0.160090577445647i -0.154928654243260 - 0.0614401324229555i 0.166666666666667+0.00000000000000i -37.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.166648651851649+0.00245043135094289i 0.118105674249791 - 0.117596035170323i -0.151932716718425+0.0685144318252481i 0.164797067934165 - 0.0248938582401377i -0.166186544642405+0.0126416042334683i -0.166648651851649 - 0.00245043135094289i 0.166666666666667+0.00000000000000i -0.119821874406514+0.115846865263965i 0.152923633950124 - 0.0662732220226713i -0.165145259346064+0.0224682240797741i 0.166354446023284 - 0.0101968655019178i 0.118105674249791+0.117596035170323i -0.119821874406514 - 0.115846865263965i 0.166666666666667+0.00000000000000i -0.156006848899373 - 0.0586484515930823i 0.134345327111313+0.0986362553077320i -0.126685058653696 - 0.108299001342060i -0.151932716718425 - 0.0685144318252481i 0.152923633950124+0.0662732220226713i -0.156006848899373+0.0586484515930823i 0.166666666666667+0.00000000000000i -0.160461928750379 - 0.0450527157836918i 0.156691833245905+0.0567930204498338i 0.164797067934165+0.0248938582401377i -0.165145259346064 - 0.0224682240797740i 0.134345327111313 - 0.0986362553077320i -0.160461928750379+0.0450527157836918i 0.166666666666667+0.00000000000000i -0.166210521545367 - 0.0123223498325199i -0.166186544642405 - 0.0126416042334683i 0.166354446023284+0.0101968655019178i -0.126685058653696+0.108299001342060i 0.156691833245905 - 0.0567930204498338i -0.166210521545367+0.0123223498325199i 0.166666666666667+0.00000000000000i -36.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.106741288103632 - 0.128000293717457i 0.157761462000731 - 0.0537503384656287i 0.0123492092113067+0.166208528089365i 0.0866121743223350+0.142394202961129i -0.164132651210563 - 0.0289525574754562i 0.106741288103632+0.128000293717457i 0.166666666666667+0.00000000000000i 0.142318324668501+0.0867367986573692i -0.119739419493052+0.115932088729759i -0.0538884285003917+0.157714346371964i -0.0828827684960982 - 0.144596765054409i 0.157761462000731+0.0537503384656287i 0.142318324668501 - 0.0867367986573692i 0.166666666666667+0.00000000000000i -0.0419132120456921+0.161310447379550i 0.0360619598606977+0.162718507947877i -0.146025583519699 - 0.0803387001109014i 0.0123492092113067 - 0.166208528089365i -0.119739419493052 - 0.115932088729759i -0.0419132120456921 - 0.161310447379550i 0.166666666666667+0.00000000000000i 0.148420336461481 - 0.0758233572353431i -0.0410344224637439+0.161536231077875i 0.0866121743223350 - 0.142394202961129i -0.0538884285003917 - 0.157714346371964i 0.0360619598606977 - 0.162718507947877i 0.148420336461481+0.0758233572353431i 0.166666666666667+0.00000000000000i -0.110031372864241+0.125183364563301i -0.164132651210563+0.0289525574754562i -0.0828827684960982+0.144596765054409i -0.146025583519699+0.0803387001109014i -0.0410344224637439 - 0.161536231077875i -0.110031372864241 - 0.125183364563301i 0.166666666666667+0.00000000000000i -35.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.126210143948015 - 0.108852089288168i -0.163213964706456+0.0337487703861560i -0.0265457559634633+0.164539054993354i 0.164029085279489 - 0.0295336580895768i -0.0705247385300208 - 0.151010062688054i 0.126210143948015+0.108852089288168i 0.166666666666667+0.00000000000000i -0.145637292884206 - 0.0810404633447866i -0.127564581521309+0.107261620904548i 0.143501609112949+0.0847647683874146i 0.0452209405521710 - 0.160414601309715i -0.163213964706456 - 0.0337487703861560i -0.145637292884206+0.0810404633447866i 0.166666666666667+0.00000000000000i 0.0593137731807162 - 0.155755109350687i -0.166611371887003 - 0.00429284703998360i 0.0384853095222762+0.162162445494487i -0.0265457559634633 - 0.164539054993354i -0.127564581521309 - 0.107261620904548i 0.0593137731807162+0.155755109350687i 0.166666666666667+0.00000000000000i -0.0552822975677713 - 0.157231184417743i -0.137849523064647+0.0936765006211643i 0.164029085279489+0.0295336580895768i 0.143501609112949 - 0.0847647683874146i -0.166611371887003+0.00429284703998360i -0.0552822975677713+0.157231184417743i 0.166666666666667+0.00000000000000i -0.0426493727468393 - 0.161117375791933i -0.0705247385300208+0.151010062688054i 0.0452209405521710+0.160414601309715i 0.0384853095222762 - 0.162162445494487i -0.137849523064647 - 0.0936765006211643i -0.0426493727468393+0.161117375791933i 0.166666666666667+0.00000000000000i -34.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.166665206489965 - 0.000697655670843914i -0.166666624256761+0.000118897575030166i 0.166664384133882 - 0.000872260885103162i 0.166666239751430+0.000377233212722168i -0.166666645086951 - 8.48129596211427e-05i 0.166665206489965+0.000697655670843914i 0.166666666666667+0.00000000000000i -0.166665661777836 - 0.000578758959957496i 0.166666575203695 - 0.000174607126860763i 0.166663200505128+0.00107488379156418i -0.166664829888985 - 0.000782467797082345i -0.166666624256761 - 0.000118897575030166i -0.166665661777836+0.000578758959957496i 0.166666666666667+0.00000000000000i -0.166664963982781+0.000753364716443665i -0.166665928228948 - 0.000496130387206666i 0.166666542172720+0.000203710497675196i 0.166664384133882+0.000872260885103162i 0.166666575203695+0.000174607126860763i -0.166664963982781 - 0.000753364716443665i 0.166666666666667+0.00000000000000i 0.166661982949835+0.00124948669725350i -0.166663918680298 - 0.000957072570255288i 0.166666239751430 - 0.000377233212722168i 0.166663200505128 - 0.00107488379156418i -0.166665928228947+0.000496130387206666i 0.166661982949835 - 0.00124948669725350i 0.166666666666667+0.00000000000000i -0.166666410137361+0.000292420421505181i -0.166666645086951+8.48129596211427e-05i -0.166664829888985+0.000782467797082345i 0.166666542172720 - 0.000203710497675196i -0.166663918680298+0.000957072570255288i -0.166666410137361 - 0.000292420421505181i 0.166666666666667+0.00000000000000i -33.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.123152009492524 - 0.112300313159541i -0.164195244171354+0.0285954466530436i -0.0810784621453745+0.145616141804124i 0.153337451020033 - 0.0653100596574267i -0.150790201008001 - 0.0709936127954089i -0.123152009492524+0.112300313159541i 0.166666666666667+0.00000000000000i 0.102058179928465 - 0.131764584344454i -0.0382065767155257 - 0.162228343002875i -0.0692968504294874+0.151577453133146i 0.159256327291011 - 0.0491446843061997i -0.164195244171354 - 0.0285954466530436i 0.102058179928465+0.131764584344454i 0.166666666666667+0.00000000000000i 0.104859939022677 - 0.129546018718979i -0.162269103226131+0.0380330897504391i 0.136373638834550+0.0958123604176486i -0.0810784621453745 - 0.145616141804124i -0.0382065767155257+0.162228343002875i 0.104859939022677+0.129546018718979i 0.166666666666667+0.00000000000000i -0.131655381757846 - 0.102199012871816i 0.0113281296979036+0.166281241441497i 0.153337451020033+0.0653100596574267i -0.0692968504294874 - 0.151577453133146i -0.162269103226131 - 0.0380330897504391i -0.131655381757846+0.102199012871816i 0.166666666666667+0.00000000000000i -0.110911127846406 - 0.124404579890035i -0.150790201008001+0.0709936127954089i 0.159256327291011+0.0491446843061997i 0.136373638834550 - 0.0958123604176486i 0.0113281296979036 - 0.166281241441497i -0.110911127846406+0.124404579890035i 0.166666666666667+0.00000000000000i -32.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.0699343582984768+0.151284378926438i -0.161369659435805+0.0416846589448685i 0.0271900821429763 - 0.164433807992262i -0.154312520797982 - 0.0629716102918610i 0.165772410929175+0.0172419706677234i 0.0699343582984768 - 0.151284378926438i 0.166666666666667+0.00000000000000i -0.0298742750535119+0.163967391477101i -0.137848473419199 - 0.0936780452068366i -0.121910208434575+0.113647168276276i 0.0852097680351458 - 0.143237820456660i -0.161369659435805 - 0.0416846589448685i -0.0298742750535119 - 0.163967391477101i 0.166666666666667+0.00000000000000i -0.0674521290036424+0.152407309767786i 0.133658452977754+0.0995650326438521i -0.156191470972031 - 0.0581549840802234i 0.0271900821429763+0.164433807992262i -0.137848473419199+0.0936780452068366i -0.0674521290036424 - 0.152407309767786i 0.166666666666667+0.00000000000000i 0.0369533493570511 - 0.162518392033251i 0.0100332154561131+0.166364396327426i -0.154312520797982+0.0629716102918610i -0.121910208434575 - 0.113647168276276i 0.133658452977754 - 0.0995650326438521i 0.0369533493570511+0.162518392033251i 0.166666666666667+0.00000000000000i -0.159999079600749+0.0466698222054777i 0.165772410929175 - 0.0172419706677234i 0.0852097680351457+0.143237820456660i -0.156191470972031+0.0581549840802234i 0.0100332154561131 - 0.166364396327426i -0.159999079600749 - 0.0466698222054777i 0.166666666666667+0.00000000000000i -31.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.165272078373344+0.0215155266710595i 0.166428576986571 - 0.00890542194411525i -0.160394896837182+0.0452907810306643i 0.159213917744436 - 0.0492819051401820i 0.162974280803893+0.0348878427855822i -0.165272078373344 - 0.0215155266710595i 0.166666666666667+0.00000000000000i -0.166185609975866 - 0.0126538853609132i 0.164899517807865 - 0.0242059249877261i -0.164243647416178+0.0283161095704895i -0.157106806787469 - 0.0556347826348112i 0.166428576986571+0.00890542194411525i -0.166185609975866+0.0126538853609132i 0.166666666666667+0.00000000000000i -0.162585767710660+0.0366557760211554i 0.161619731556880 - 0.0407043013606669i 0.160877320073258+0.0435461325931983i -0.160394896837182 - 0.0452907810306643i 0.164899517807865+0.0242059249877261i -0.162585767710660 - 0.0366557760211554i 0.166666666666667+0.00000000000000i -0.166614695316841+0.00416186043181110i -0.147360871850522 - 0.0778623864599063i 0.159213917744436+0.0492819051401820i -0.164243647416178 - 0.0283161095704895i 0.161619731556880+0.0407043013606669i -0.166614695316841 - 0.00416186043181110i 0.166666666666667+0.00000000000000i 0.145370606277990+0.0815178790704680i 0.162974280803893 - 0.0348878427855822i -0.157106806787469+0.0556347826348112i 0.160877320073258 - 0.0435461325931983i -0.147360871850522+0.0778623864599063i 0.145370606277990 - 0.0815178790704680i 0.166666666666667+0.00000000000000i -30.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.0815158618950223+0.145371737408925i -0.136094583445679 - 0.0962083267421535i 0.166653514708026 - 0.00209375577359794i -0.141520439681851+0.0880326242368900i -0.153295797857690 - 0.0654077681697836i -0.0815158618950223 - 0.145371737408925i 0.166666666666667+0.00000000000000i -0.0173526260573631+0.165760864339841i -0.0833356668226645 - 0.144336220031563i 0.146001696902474+0.0803821017352493i 0.0179255891302383+0.165699882414296i -0.136094583445679+0.0962083267421535i -0.0173526260573631 - 0.165760864339841i 0.166666666666667+0.00000000000000i -0.134875223546175+0.0979104276936171i 0.0647441628659931 - 0.153577248160525i 0.162932998109813 - 0.0350801354718809i 0.166653514708026+0.00209375577359794i -0.0833356668226645+0.144336220031563i -0.134875223546175 - 0.0979104276936171i 0.166666666666667+0.00000000000000i -0.142615184947600+0.0862478220022961i -0.152462013664269 - 0.0673283904992102i -0.141520439681851 - 0.0880326242368900i 0.146001696902474 - 0.0803821017352493i 0.0647441628659931+0.153577248160525i -0.142615184947600 - 0.0862478220022961i 0.166666666666667+0.00000000000000i 0.0956188274204169+0.136509404879379i -0.153295797857690+0.0654077681697836i 0.0179255891302383 - 0.165699882414296i 0.162932998109813+0.0350801354718809i -0.152462013664269+0.0673283904992103i 0.0956188274204169 - 0.136509404879379i 0.166666666666667+0.00000000000000i -29.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.160625362070740 - 0.0444665136638979i -0.0620939493932233 - 0.154667770484124i -0.157285881927395 - 0.0551264829650819i -0.160825798841048+0.0437360286825027i -0.0389516372304855+0.162051065207367i 0.160625362070740+0.0444665136638980i 0.166666666666667+0.00000000000000i -0.0185779594445505 - 0.165628008502953i -0.136876915351163 - 0.0950919966228928i -0.166664945317046 - 0.000757482834057035i -0.0807748004321247+0.145784805082451i -0.0620939493932233+0.154667770484124i -0.0185779594445505+0.165628008502953i 0.166666666666667+0.00000000000000i 0.109756750845050 - 0.125424213857275i 0.0193305298092500 - 0.165541862968469i -0.135872495815368 - 0.0965217211754988i -0.157285881927395+0.0551264829650819i -0.136876915351163+0.0950919966228928i 0.109756750845050+0.125424213857275i 0.166666666666667+0.00000000000000i 0.137307685003594 - 0.0944689230209157i -0.0168405760278868 - 0.165813668847978i -0.160825798841048 - 0.0437360286825027i -0.166664945317046+0.000757482834057035i 0.0193305298092500+0.165541862968469i 0.137307685003594+0.0944689230209157i 0.166666666666667+0.00000000000000i 0.0801113892581943 - 0.146150412551248i -0.0389516372304855 - 0.162051065207367i -0.0807748004321247 - 0.145784805082451i -0.135872495815368+0.0965217211754987i -0.0168405760278868+0.165813668847978i 0.0801113892581943+0.146150412551248i 0.166666666666667+0.00000000000000i -28.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.160948513843128 - 0.0432822558269113i -0.150978258880235+0.0705927979560978i -0.164306153617020 - 0.0279511298762329i -0.163651196655876+0.0315604754539190i -0.123108191038551 - 0.112348347014958i -0.160948513843128+0.0432822558269113i 0.166666666666667+0.00000000000000i 0.127465865092342 - 0.107378913265309i 0.165927715163366 - 0.0156770889658302i 0.149840449906784 - 0.0729768274831836i 0.148060621720816+0.0765233955952239i -0.150978258880235 - 0.0705927979560978i 0.127465865092342+0.107378913265309i 0.166666666666667+0.00000000000000i 0.137001051194451+0.0949130641660730i 0.161614290011329+0.0407259013640210i 0.0639340570522042+0.153916256862696i -0.164306153617020+0.0279511298762329i 0.165927715163366+0.0156770889658302i 0.137001051194451 - 0.0949130641660729i 0.166666666666667+0.00000000000000i 0.156040486253889 - 0.0585588970817228i 0.140206179522533+0.0901110703602676i -0.163651196655876 - 0.0315604754539190i 0.149840449906784+0.0729768274831836i 0.161614290011329 - 0.0407259013640210i 0.156040486253889+0.0585588970817228i 0.166666666666667+0.00000000000000i 0.0996062132000712+0.133627766836536i -0.123108191038551+0.112348347014958i 0.148060621720816 - 0.0765233955952238i 0.0639340570522042 - 0.153916256862696i 0.140206179522533 - 0.0901110703602676i 0.0996062132000712 - 0.133627766836536i 0.166666666666667+0.00000000000000i -27.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.0983855773437141 - 0.134529015266305i 0.0330276526169213+0.163361415090571i 0.146855876394597 - 0.0788107184725071i -0.165513528143507+0.0195716575502995i 0.0624809992479395+0.154511819971020i -0.0983855773437141+0.134529015266305i 0.166666666666667+0.00000000000000i -0.151357769854008 - 0.0697753773375593i -0.0230770310211786+0.165061286851355i 0.0819071292433374 - 0.145151644692346i -0.161601313030360 - 0.0407773638755803i 0.0330276526169213 - 0.163361415090571i -0.151357769854008+0.0697753773375594i 0.166666666666667+0.00000000000000i -0.0481459537419544 - 0.159561100886323i -0.0136156178270388+0.166109580485190i 0.163829221782026 - 0.0306229304292309i 0.146855876394597+0.0788107184725071i -0.0230770310211786 - 0.165061286851355i -0.0481459537419544+0.159561100886323i 0.166666666666667+0.00000000000000i -0.155094543743481 - 0.0610201628871910i -0.0180089138510667+0.165690847060671i -0.165513528143507 - 0.0195716575502995i 0.0819071292433374+0.145151644692346i -0.0136156178270388 - 0.166109580485190i -0.155094543743481+0.0610201628871910i 0.166666666666667+0.00000000000000i -0.0439043891970718 - 0.160779919103754i 0.0624809992479395 - 0.154511819971020i -0.161601313030360+0.0407773638755803i 0.163829221782026+0.0306229304292309i -0.0180089138510667 - 0.165690847060671i -0.0439043891970718+0.160779919103754i 0.166666666666667+0.00000000000000i -26.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.161833595664558+0.0398455153318190i 0.153321564956677+0.0653473449882501i -0.107188217600905+0.127626266047859i -0.0527146307262077+0.158110548304588i -0.156367651354449+0.0576795924714393i 0.161833595664558 - 0.0398455153318189i 0.166666666666667+0.00000000000000i 0.164498272718874+0.0267973142364066i -0.0735679219600601+0.149551123821442i -0.0133860117477529+0.166128241028631i -0.138043597068952+0.0933902729733816i 0.153321564956677 - 0.0653473449882501i 0.164498272718874 - 0.0267973142364066i 0.166666666666667+0.00000000000000i -0.0485653657829752+0.159433945645661i 0.0134988892037149+0.166119107173268i -0.121231948717507+0.114370417451076i -0.107188217600905 - 0.127626266047859i -0.0735679219600601 - 0.149551123821442i -0.0485653657829752 - 0.159433945645661i 0.166666666666667+0.00000000000000i 0.154976677271557 - 0.0613188982259573i 0.144733205120490+0.0826442805844894i -0.0527146307262077 - 0.158110548304588i -0.0133860117477529 - 0.166128241028631i 0.0134988892037149 - 0.166119107173268i 0.154976677271557+0.0613188982259573i 0.166666666666667+0.00000000000000i 0.104175689941912+0.130096900051095i -0.156367651354449 - 0.0576795924714394i -0.138043597068952 - 0.0933902729733816i -0.121231948717507 - 0.114370417451076i 0.144733205120490 - 0.0826442805844894i 0.104175689941912 - 0.130096900051095i 0.166666666666667+0.00000000000000i -25.0000000000000+0.00000000000000i
