@examples
dim 36
format xy
0.166666666666667+0.00000000000000i -0.120454958589305+0.115188457447031i -0.138861761526027+0.0921693493720481i 0.121777595845397+0.113789256645313i 0.161010526267475 - 0.0430509954455021i 0.117760579885073 - 0.117941610989969i -0.120454958589305 - 0.115188457447031i 0.166666666666667+0.00000000000000i 0.164060597473910+0.0293581016804835i -0.00936903790586777 - 0.166403121684950i -0.146120964185505 - 0.0801650896792125i -0.166622148073568+0.00385195393633959i -0.138861761526027 - 0.0921693493720481i 0.164060597473910 - 0.0293581016804835i 0.166666666666667+0.00000000000000i -0.0385342183378139 - 0.162150830386007i -0.157957125250590 - 0.0531725903106769i -0.163338258660025+0.0331419829776134i 0.121777595845397 - 0.113789256645313i -0.00936903790586777+0.166403121684950i -0.0385342183378139+0.162150830386007i 0.166666666666667+0.00000000000000i 0.0882524041504251 - 0.141383488920906i 0.00552067236998902 - 0.166575208102409i 0.161010526267475+0.0430509954455021i -0.146120964185505+0.0801650896792125i -0.157957125250590+0.0531725903106769i 0.0882524041504251+0.141383488920906i 0.166666666666667+0.00000000000000i 0.144229180190537 - 0.0835207839962203i 0.117760579885073+0.117941610989969i -0.166622148073568 - 0.00385195393633959i -0.163338258660025 - 0.0331419829776134i 0.00552067236998902+0.166575208102409i 0.144229180190537+0.0835207839962203i 0.166666666666667+0.00000000000000i 50.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.111839209543808 - 0.123570906715108i -0.125886197813812+0.109226567179233i -0.166614878887804 - 0.00415450490191374i 0.0300060070457679 - 0.163943335695438i 0.0230101971185034+0.165070617029032i -0.111839209543808+0.123570906715108i 0.166666666666667+0.00000000000000i 0.00349072147353405 - 0.166630107247676i 0.114884713744387 - 0.120744690672708i 0.101416671193320+0.132258975430190i -0.137828208452883 - 0.0937078584348524i -0.125886197813812 - 0.109226567179233i 0.00349072147353405+0.166630107247676i 0.166666666666667+0.00000000000000i 0.123124387761775+0.112330596526796i -0.130105859450949+0.104164500259482i 0.0908005836842657 - 0.139760623139618i -0.166614878887804+0.00415450490191374i 0.114884713744387+0.120744690672708i 0.123124387761775 - 0.112330596526796i 0.166666666666667+0.00000000000000i -0.0259100630283266+0.164640354748300i -0.0271177673621579 - 0.164445749325027i 0.0300060070457679+0.163943335695438i 0.101416671193320 - 0.132258975430190i -0.130105859450949 - 0.104164500259482i -0.0259100630283266 - 0.164640354748300i 0.166666666666667+0.00000000000000i -0.158230700665088+0.0523528714094364i 0.0230101971185034 - 0.165070617029032i -0.137828208452883+0.0937078584348524i 0.0908005836842657+0.139760623139618i -0.0271177673621579+0.164445749325027i -0.158230700665088 - 0.0523528714094364i 0.166666666666667+0.00000000000000i 51.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.166471127728708 - 0.00807102289117466i -0.166469591311835+0.00810265056930592i 0.166401116152335 - 0.00940459042355333i -0.166132734853806+0.0133301233217429i 0.165615632863622 - 0.0186879621403697i 0.166471127728708+0.00807102289117466i 0.166666666666667+0.00000000000000i -0.166666663658655+3.16649742102171e-05i 0.166661316754714 - 0.00133539333631813i -0.166583348725437+0.00526931733692867i 0.166326312855211 - 0.0106459114108805i -0.166469591311835 - 0.00810265056930592i -0.166666663658655 - 3.16649742102171e-05i 0.166666666666667+0.00000000000000i -0.166661567457972+0.00130372935443558i 0.166584346835714 - 0.00523766809718020i -0.166328332468403+0.0106143109083001i 0.166401116152335+0.00940459042355333i 0.166661316754714+0.00133539333631813i -0.166661567457972 - 0.00130372935443558i 0.166666666666667+0.00000000000000i -0.166620221155498+0.00393442243164880i 0.166406272743378 - 0.00931290338370101i -0.166132734853806 - 0.0133301233217429i -0.166583348725437 - 0.00526931733692867i 0.166584346835714+0.00523766809718020i -0.166620221155498 - 0.00393442243164880i 0.166666666666667+0.00000000000000i -0.166579745172843+0.00538203269486060i 0.165615632863622+0.0186879621403697i 0.166326312855211+0.0106459114108805i -0.166328332468403 - 0.0106143109083001i 0.166406272743378+0.00931290338370101i -0.166579745172843 - 0.00538203269486060i 0.166666666666667+0.00000000000000i 52.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.0832254592698005+0.144399794692058i -0.146513626924609+0.0794451691619707i 0.0385979001447087 - 0.162135683556079i -0.0924920355487113 - 0.138647037969925i 0.166499021356491 - 0.00747353096657843i -0.0832254592698005 - 0.144399794692058i 0.166666666666667+0.00000000000000i 0.141993180038095+0.0872680617433824i -0.159748124304885+0.0475217272292231i -0.0739374700810734+0.149368766131973i -0.0896168031453899 - 0.140522618719472i -0.146513626924609 - 0.0794451691619707i 0.141993180038095 - 0.0872680617433824i 0.166666666666667+0.00000000000000i -0.111216090895078+0.124132022072452i 0.0152190372273286+0.165970354833780i -0.149928668581288 - 0.0727954127347335i 0.0385979001447087+0.162135683556079i -0.159748124304885 - 0.0475217272292232i -0.111216090895078 - 0.124132022072452i 0.166666666666667+0.00000000000000i 0.113457803531936 - 0.122086463604637i 0.0458294319141197+0.160241820222459i -0.0924920355487113+0.138647037969925i -0.0739374700810734 - 0.149368766131973i 0.0152190372273286 - 0.165970354833780i 0.113457803531936+0.122086463604637i 0.166666666666667+0.00000000000000i -0.0861819028226258+0.142655029366823i 0.166499021356491+0.00747353096657843i -0.0896168031453899+0.140522618719472i -0.149928668581288+0.0727954127347335i 0.0458294319141197 - 0.160241820222459i -0.0861819028226258 - 0.142655029366823i 0.166666666666667+0.00000000000000i 53.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.00522205120613325 - 0.166584837122045i -0.161020633198620+0.0430131777725548i 0.149784867197622+0.0730908430404822i 0.159739570200941 - 0.0475504730764729i -0.128880235654354 - 0.105677162317390i 0.00522205120613325+0.166584837122045i 0.166666666666667+0.00000000000000i -0.0480372072308989 - 0.159593873626883i -0.0683618516196110+0.152001430983120i 0.0525321361665328+0.158171275671528i 0.101587162092701 - 0.132128067706029i -0.161020633198620 - 0.0430131777725548i -0.0480372072308989+0.159593873626883i 0.166666666666667+0.00000000000000i -0.125847508406917 - 0.109271141686855i -0.166599982153430+0.00471420451981797i 0.0972411994955655+0.135358512471294i 0.149784867197622 - 0.0730908430404822i -0.0683618516196110 - 0.152001430983120i -0.125847508406917+0.109271141686855i 0.166666666666667+0.00000000000000i 0.122706396867721 - 0.112787046887128i -0.162170051194737 - 0.0384532478897952i 0.159739570200941+0.0475504730764729i 0.0525321361665328 - 0.158171275671528i -0.166599982153430 - 0.00471420451981797i 0.122706396867721+0.112787046887128i 0.166666666666667+0.00000000000000i -0.0933736463355078 - 0.138054843985241i -0.128880235654353+0.105677162317390i 0.101587162092701+0.132128067706029i 0.0972411994955655 - 0.135358512471294i -0.162170051194737+0.0384532478897952i -0.0933736463355078+0.138054843985241i 0.166666666666667+0.00000000000000i 54.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.166666610598890+0.000136708652417717i -0.166666631707743 - 0.000107948938533630i 0.166666041211813+0.000456601095031674i -0.166664721934971 - 0.000805133601775364i 0.166665650155498+0.000582096231763262i 0.166666610598890 - 0.000136708652417717i 0.166666666666667+0.00000000000000i -0.166666664185302+2.87597215237049e-05i 0.166666359672170+0.000319892802040849i -0.166665326280227 - 0.000668426273675240i 0.166666071553612+0.000445388217319729i -0.166666631707743+0.000107948938533630i -0.166666664185302 - 2.87597215237049e-05i 0.166666666666667+0.00000000000000i -0.166666301990642 - 0.000348652465827472i 0.166665208456361+0.000697185753952444i -0.166665992216809 - 0.000474147829520696i 0.166666041211813 - 0.000456601095031674i 0.166666359672170 - 0.000319892802040849i -0.166666301990642+0.000348652465827472i 0.166666666666667+0.00000000000000i -0.166666302236720 - 0.000348534813095109i 0.166666619419120+0.000125495737122785i -0.166664721934971+0.000805133601775364i -0.166665326280227+0.000668426273675240i 0.166665208456361 - 0.000697185753952444i -0.166666302236720+0.000348534813095109i 0.166666666666667+0.00000000000000i -0.166666517427077+0.000223039251574262i 0.166665650155498 - 0.000582096231763262i 0.166666071553612 - 0.000445388217319729i -0.166665992216809+0.000474147829520696i 0.166666619419120 - 0.000125495737122785i -0.166666517427077 - 0.000223039251574262i 0.166666666666667+0.00000000000000i 55.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.0462269685611337+0.160127590237990i 0.165954372223638 - 0.0153923395764204i 0.0314440342694018 - 0.163673609621840i -0.159764321704832+0.0474672443688559i 0.146088920469952+0.0802234697186666i 0.0462269685611337 - 0.160127590237990i 0.166666666666667+0.00000000000000i 0.0312409758172067 - 0.163712489467867i -0.148530589864152 - 0.0756071534471770i 0.00129237107629548+0.166661655922347i 0.117595432921649 - 0.118106273896638i 0.165954372223638+0.0153923395764204i 0.0312409758172067+0.163712489467867i 0.166666666666667+0.00000000000000i 0.0464255684781298 - 0.160070123287453i -0.163465317938059+0.0325095002912536i 0.138055609185069+0.0933725149619373i 0.0314440342694018+0.163673609621840i -0.148530589864152+0.0756071534471770i 0.0464255684781298+0.160070123287453i 0.166666666666667+0.00000000000000i -0.0767566201882024 - 0.147939849381638i -0.0512210390616327+0.158600702820714i -0.159764321704832 - 0.0474672443688559i 0.00129237107629548 - 0.166661655922347i -0.163465317938059 - 0.0325095002912536i -0.0767566201882024+0.147939849381638i 0.166666666666667+0.00000000000000i -0.117190861477318 - 0.118507720271643i 0.146088920469952 - 0.0802234697186666i 0.117595432921649+0.118106273896638i 0.138055609185069 - 0.0933725149619373i -0.0512210390616327 - 0.158600702820714i -0.117190861477318+0.118507720271643i 0.166666666666667+0.00000000000000i 56.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.104756600076460 - 0.129629597385005i 0.161997406617369 - 0.0391742010387527i 0.131247779356498+0.102721946008464i -0.148344979075840+0.0759706848775647i -0.116297073284812 - 0.119384959367438i -0.104756600076460+0.129629597385005i 0.166666666666667+0.00000000000000i -0.0713529697794396+0.150620488252535i -0.162389253819921+0.0375167698714461i 0.0341523981159410 - 0.163129983389652i 0.165952261276716 - 0.0154150820601928i 0.161997406617369+0.0391742010387527i -0.0713529697794396 - 0.150620488252535i 0.166666666666667+0.00000000000000i 0.103426498296083+0.130693294502772i -0.162045556664637+0.0389745473742258i -0.0849780832203978 - 0.143375392414336i 0.131247779356498 - 0.102721946008464i -0.162389253819921 - 0.0375167698714461i 0.103426498296083 - 0.130693294502772i 0.166666666666667+0.00000000000000i -0.0699965549530255+0.151255611705767i -0.165163127787937 - 0.0223364947358225i -0.148344979075840 - 0.0759706848775647i 0.0341523981159410+0.163129983389652i -0.162045556664637 - 0.0389745473742258i -0.0699965549530255 - 0.151255611705767i 0.166666666666667+0.00000000000000i 0.0490939786547545+0.159271965636217i -0.116297073284812+0.119384959367438i 0.165952261276716+0.0154150820601928i -0.0849780832203978+0.143375392414336i -0.165163127787937+0.0223364947358225i 0.0490939786547545 - 0.159271965636217i 0.166666666666667+0.00000000000000i 57.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.166595182463528+0.00488087673697559i 0.166319262696185 - 0.0107554931999994i -0.166364012435884+0.0100395788761668i 0.0120818788747850 - 0.166228174448957i -0.159675489859145+0.0477652144977901i -0.166595182463528 - 0.00488087673697559i 0.166666666666667+0.00000000000000i -0.166562904915750+0.00588017719160634i 0.166586669724639 - 0.00516325941938264i -0.0169447322720694+0.165803057348185i 0.161005820953898 - 0.0430685894445013i 0.166319262696185+0.0107554931999994i -0.166562904915750 - 0.00588017719160634i 0.166666666666667+0.00000000000000i -0.166665123059092 - 0.000717309888086998i 0.0227838911182375 - 0.165102005085614i -0.162425089102516+0.0373613196744658i -0.166364012435884 - 0.0100395788761668i 0.166586669724639+0.00516325941938264i -0.166665123059092+0.000717309888086998i 0.166666666666667+0.00000000000000i -0.0220731042971706+0.165198534631709i 0.162262786914722 - 0.0380600283820893i 0.0120818788747850+0.166228174448957i -0.0169447322720694 - 0.165803057348185i 0.0227838911182375+0.165102005085614i -0.0220731042971706 - 0.165198534631709i 0.166666666666667+0.00000000000000i -0.0592146260152839 - 0.155792829885229i -0.159675489859145 - 0.0477652144977901i 0.161005820953898+0.0430685894445013i -0.162425089102516 - 0.0373613196744658i 0.162262786914722+0.0380600283820894i -0.0592146260152839+0.155792829885229i 0.166666666666667+0.00000000000000i 58.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.0488438403868697+0.159348853256118i -0.0576650538225764 - 0.156373013481921i 0.113835017501995 - 0.121734820688652i -0.146100883214469+0.0802016814146057i -0.154535872891873 - 0.0624214848215317i 0.0488438403868697 - 0.159348853256118i 0.166666666666667+0.00000000000000i -0.166406658380147+0.00930601012953041i -0.0830289879166311 - 0.144512853903442i 0.0338635064551302+0.163190197954231i -0.104969505206589+0.129457254545513i -0.0576650538225764+0.156373013481921i -0.166406658380147 - 0.00930601012953041i 0.166666666666667+0.00000000000000i 0.0748304300737163+0.148923418281882i -0.0246987798901836 - 0.164826417936307i 0.112034130692326 - 0.123394211119455i 0.113835017501995+0.121734820688652i -0.0830289879166311+0.144512853903442i 0.0748304300737163 - 0.148923418281882i 0.166666666666667+0.00000000000000i -0.158368403422269 - 0.0519348300782759i -0.0599563532007831 - 0.155508885561696i -0.146100883214469 - 0.0802016814146057i 0.0338635064551302 - 0.163190197954231i -0.0246987798901836+0.164826417936307i -0.158368403422269+0.0519348300782759i 0.166666666666667+0.00000000000000i 0.105429116872430+0.129083225452718i -0.154535872891873+0.0624214848215317i -0.104969505206589 - 0.129457254545513i 0.112034130692326+0.123394211119455i -0.0599563532007831+0.155508885561696i 0.105429116872430 - 0.129083225452718i 0.166666666666667+0.00000000000000i 59.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.137536669536536 - 0.0941352341611557i -0.105568480894249 - 0.128969273935533i -0.165115951578043 - 0.0226825993275723i -0.157354584218420+0.0549300701185227i -0.106539818099707+0.128168033990769i 0.137536669536536+0.0941352341611557i 0.166666666666667+0.00000000000000i -0.0142739068122643 - 0.166054308471935i -0.123445597609891 - 0.111977507600922i -0.160877282776822 - 0.0435462703813339i -0.160309557876949+0.0455919228709981i -0.105568480894249+0.128969273935533i -0.0142739068122643+0.166054308471935i 0.166666666666667+0.00000000000000i 0.122138391274499 - 0.113401901018700i 0.0571643589436258 - 0.156556743209426i -0.0316949492039912 - 0.163625205798906i -0.165115951578043+0.0226825993275723i -0.123445597609891+0.111977507600922i 0.122138391274499+0.113401901018700i 0.166666666666667+0.00000000000000i 0.148414770821147 - 0.0758342507043099i 0.0881054357092169 - 0.141475121403966i -0.157354584218420 - 0.0549300701185227i -0.160877282776822+0.0435462703813339i 0.0571643589436258+0.156556743209426i 0.148414770821147+0.0758342507043099i 0.166666666666667+0.00000000000000i 0.142828847243111 - 0.0858935281204699i -0.106539818099707 - 0.128168033990769i -0.160309557876949 - 0.0455919228709981i -0.0316949492039912+0.163625205798906i 0.0881054357092170+0.141475121403966i 0.142828847243111+0.0858935281204699i 0.166666666666667+0.00000000000000i 60.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.166178101216536 - 0.0127521156615080i 0.103192852171917+0.130877855416425i -0.164753487849158 - 0.0251806675708813i 0.149608505080599+0.0734511605444474i -0.131351657653681 - 0.102589082310975i -0.166178101216536+0.0127521156615080i 0.166666666666667+0.00000000000000i -0.112904170697090 - 0.122598637908340i 0.166197171389235+0.0125011199496273i -0.154789889969239 - 0.0617888965841647i 0.138815981422624+0.0922382842395254i 0.103192852171917 - 0.130877855416425i -0.112904170697090+0.122598637908340i 0.166666666666667+0.00000000000000i -0.121781844516341+0.113784709535050i 0.150309952310092 - 0.0720048332705229i -0.161887147636752+0.0396273795224221i -0.164753487849158+0.0251806675708813i 0.166197171389235 - 0.0125011199496273i -0.121781844516341 - 0.113784709535050i 0.166666666666667+0.00000000000000i -0.158988433681754 - 0.0500045571243304i 0.145343431867721+0.0815663201982956i 0.149608505080599 - 0.0734511605444474i -0.154789889969239+0.0617888965841647i 0.150309952310092+0.0720048332705229i -0.158988433681754+0.0500045571243304i 0.166666666666667+0.00000000000000i -0.163119673778141 - 0.0342016052882143i -0.131351657653681+0.102589082310975i 0.138815981422624 - 0.0922382842395254i -0.161887147636752 - 0.0396273795224221i 0.145343431867721 - 0.0815663201982956i -0.163119673778141+0.0342016052882143i 0.166666666666667+0.00000000000000i 61.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.160105995015156 - 0.0463017077221214i -0.144062100969316+0.0838086441966725i 0.147156752546091 - 0.0782474789233889i -0.165840791654638 - 0.0165713488026999i -0.0923479422414839+0.138743055111026i -0.160105995015156+0.0463017077221214i 0.166666666666667+0.00000000000000i 0.115108336028907 - 0.120531525977372i -0.119626118342924+0.116048996497094i 0.163916320264745 - 0.0301532374487929i 0.0501685127636998 - 0.158936773922388i -0.144062100969316 - 0.0838086441966724i 0.115108336028907+0.120531525977372i 0.166666666666667+0.00000000000000i -0.166545156383931 - 0.00636307023610492i 0.135015303579104+0.0977171713529420i 0.149590235520363 - 0.0734883610835080i 0.147156752546091+0.0782474789233889i -0.119626118342924 - 0.116048996497094i -0.166545156383931+0.00636307023610492i 0.166666666666667+0.00000000000000i -0.138647556440388 - 0.0924912583484897i -0.146675505390825+0.0791459025858192i -0.165840791654638+0.0165713488026999i 0.163916320264745+0.0301532374487929i 0.135015303579104 - 0.0977171713529420i -0.138647556440388+0.0924912583484897i 0.166666666666667+0.00000000000000i 0.0780953777328447 - 0.147237528349745i -0.0923479422414839 - 0.138743055111026i 0.0501685127636998+0.158936773922388i 0.149590235520363+0.0734883610835080i -0.146675505390825 - 0.0791459025858192i 0.0780953777328447+0.147237528349745i 0.166666666666667+0.00000000000000i 62.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.161470519349793+0.0412922409017239i 0.131908718169994+0.101871820679356i -0.00386305958085083+0.166621890964100i -0.100360259813558+0.133062376455303i 0.154762500305207+0.0618574674316577i 0.161470519349793 - 0.0412922409017239i 0.166666666666667+0.00000000000000i 0.153035309941581+0.0660149353469494i 0.0375385261463474+0.162384225935088i -0.0642646774237629+0.153778506344019i 0.165262888481477+0.0215860016801817i 0.131908718169994 - 0.101871820679356i 0.153035309941581 - 0.0660149353469494i 0.166666666666667+0.00000000000000i 0.0987870249601541+0.134234501814175i 0.00190147995725733+0.166655819435596i 0.160296335195521 - 0.0456383906449721i -0.00386305958085083 - 0.166621890964100i 0.0375385261463474 - 0.162384225935088i 0.0987870249601541 - 0.134234501814175i 0.166666666666667+0.00000000000000i 0.135352814666214+0.0972491302774024i 0.0582537086049156 - 0.156154677200369i -0.100360259813558 - 0.133062376455303i -0.0642646774237629 - 0.153778506344019i 0.00190147995725733 - 0.166655819435596i 0.135352814666214 - 0.0972491302774024i 0.166666666666667+0.00000000000000i -0.0438066187323815 - 0.160806585477752i 0.154762500305207 - 0.0618574674316577i 0.165262888481477 - 0.0215860016801817i 0.160296335195521+0.0456383906449721i 0.0582537086049156+0.156154677200369i -0.0438066187323815+0.160806585477752i 0.166666666666667+0.00000000000000i 63.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.0797833923007445+0.146329723879885i 0.157612171980736 - 0.0541865391152884i -0.0288533188960243+0.164150125697369i 0.0783036330671373 - 0.147126880026272i 0.140600886453791+0.0894939579311693i -0.0797833923007445 - 0.146329723879885i 0.166666666666667+0.00000000000000i -0.123023610331549 - 0.112440958190372i 0.157932349372826 - 0.0532461341259374i -0.166658191230733+0.00168079548968752i 0.0112680628272645 - 0.166285322677314i 0.157612171980736+0.0541865391152884i -0.123023610331549+0.112440958190372i 0.166666666666667+0.00000000000000i -0.0806541688016113+0.145851578094647i 0.121883412726888 - 0.113675905449769i 0.103866259466278+0.130344075132941i -0.0288533188960243 - 0.164150125697369i 0.157932349372826+0.0532461341259374i -0.0806541688016113 - 0.145851578094647i 0.166666666666667+0.00000000000000i -0.158461293272266 - 0.0516507145377368i 0.0638018533778494 - 0.153971105352041i 0.0783036330671373+0.147126880026272i -0.166658191230733 - 0.00168079548968752i 0.121883412726888+0.113675905449769i -0.158461293272266+0.0516507145377368i 0.166666666666667+0.00000000000000i -0.0129444395389406+0.166163230778655i 0.140600886453791 - 0.0894939579311693i 0.0112680628272645+0.166285322677314i 0.103866259466278 - 0.130344075132941i 0.0638018533778494+0.153971105352041i -0.0129444395389406 - 0.166163230778655i 0.166666666666667+0.00000000000000i 64.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.162865172669170+0.0353936902458521i 0.110213690702159 - 0.125022878544635i 0.0901583360439446+0.140175790418906i -0.111731204913720 - 0.123668571699952i 0.156236051983020+0.0580351086717066i -0.162865172669170 - 0.0353936902458522i 0.166666666666667+0.00000000000000i -0.134249956821403+0.0987660208332254i -0.0583338867678469 - 0.156124743177799i 0.0829202091654740+0.144575297647046i -0.140348009541919 - 0.0898900105428804i 0.110213690702159+0.125022878544635i -0.134249956821403 - 0.0987660208332254i 0.166666666666667+0.00000000000000i -0.0455309871448345+0.160326875437011i 0.0188825541557475 - 0.165593559434940i 0.0597818134019735+0.155576066810257i 0.0901583360439446 - 0.140175790418906i -0.0583338867678469+0.156124743177799i -0.0455309871448345 - 0.160326875437011i 0.166666666666667+0.00000000000000i -0.164453035843343+0.0270735439070311i 0.133326598241807 - 0.100008979492071i -0.111731204913720+0.123668571699952i 0.0829202091654740 - 0.144575297647046i 0.0188825541557475+0.165593559434940i -0.164453035843343 - 0.0270735439070311i 0.166666666666667+0.00000000000000i -0.147801368021441+0.0770229406655463i 0.156236051983020 - 0.0580351086717066i -0.140348009541919+0.0898900105428804i 0.0597818134019735 - 0.155576066810257i 0.133326598241807+0.100008979492071i -0.147801368021441 - 0.0770229406655463i 0.166666666666667+0.00000000000000i 65.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.166279837095507 - 0.0113487247419889i 0.166349156644401 - 0.0102827944389827i 0.0417208315160059 - 0.161360311091020i 0.138038652877664 - 0.0933975807475628i 0.141485704502739 - 0.0880884396452873i 0.166279837095507+0.0113487247419889i 0.166666666666667+0.00000000000000i 0.166663243628835+0.00106817643371204i 0.0526114009369455 - 0.158144928054079i 0.144077928893118 - 0.0837814310193338i 0.147155468103265 - 0.0782498944733269i 0.166349156644401+0.0102827944389827i 0.166663243628835 - 0.00106817643371204i 0.166666666666667+0.00000000000000i 0.0515967602804999 - 0.158478869589401i 0.143538009686725 - 0.0847031141868557i 0.146650937631556 - 0.0791914153779506i 0.0417208315160059+0.161360311091020i 0.0526114009369455+0.158144928054079i 0.0515967602804999+0.158478869589401i 0.166666666666667+0.00000000000000i 0.124978500383885+0.110264011443322i 0.120701275585010+0.114930326067271i 0.138038652877664+0.0933975807475628i 0.144077928893118+0.0837814310193338i 0.143538009686725+0.0847031141868557i 0.124978500383885 - 0.110264011443322i 0.166666666666667+0.00000000000000i 0.166546459234217+0.00632887780913683i 0.141485704502739+0.0880884396452873i 0.147155468103265+0.0782498944733269i 0.146650937631556+0.0791914153779506i 0.120701275585010 - 0.114930326067271i 0.166546459234217 - 0.00632887780913683i 0.166666666666667+0.00000000000000i 66.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.123726917677637 - 0.111666591332274i 0.148645659528739+0.0753806718001637i 0.0625233123863555 - 0.154494702776555i 0.0138450498926320+0.166090614940304i 0.144788336937718 - 0.0825476545068823i -0.123726917677637+0.111666591332274i 0.166666666666667+0.00000000000000i -0.160853831711469+0.0436328156496490i 0.0570964806803451+0.156581511270318i -0.121558669025840 - 0.114023101880470i -0.0521783966623035+0.158288321424953i 0.148645659528739 - 0.0753806718001637i -0.160853831711469 - 0.0436328156496490i 0.166666666666667+0.00000000000000i -0.0141125728756328 - 0.166068097672635i 0.0874681722384060+0.141869999023931i 0.0917979611035187 - 0.139107555923518i 0.0625233123863555+0.154494702776555i 0.0570964806803451 - 0.156581511270318i -0.0141125728756328+0.166068097672635i 0.166666666666667+0.00000000000000i -0.148766890858414+0.0751411336226595i 0.130834930609202+0.103247269747258i 0.0138450498926320 - 0.166090614940304i -0.121558669025840+0.114023101880470i 0.0874681722384060 - 0.141869999023931i -0.148766890858414 - 0.0751411336226595i 0.166666666666667+0.00000000000000i -0.0702347337009235 - 0.151145161880022i 0.144788336937718+0.0825476545068823i -0.0521783966623035 - 0.158288321424953i 0.0917979611035187+0.139107555923518i 0.130834930609202 - 0.103247269747258i -0.0702347337009235+0.151145161880022i 0.166666666666667+0.00000000000000i 67.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.0661988751631061 - 0.152955832529908i -0.135290794743274+0.0973353925122363i -0.145026338557955 - 0.0821287945987967i -0.143958425371412+0.0839866033505432i 0.147803653785942 - 0.0770185542924764i -0.0661988751631061+0.152955832529908i 0.166666666666667+0.00000000000000i -0.0355915053864424 - 0.162822057848759i 0.132975951804583 - 0.100474743191725i -0.0198981300420125 - 0.165474596837729i 0.0119760087985746+0.166235835459850i -0.135290794743274 - 0.0973353925122363i -0.0355915053864424+0.162822057848759i 0.166666666666667+0.00000000000000i 0.0697601408602925+0.151364792884376i 0.165906712688299+0.0158978131433204i -0.164958629996658 - 0.0237997514147414i -0.145026338557955+0.0821287945987967i 0.132975951804583+0.100474743191725i 0.0697601408602925 - 0.151364792884376i 0.166666666666667+0.00000000000000i 0.0838802690433421 - 0.144020409119660i -0.0906598902496781+0.139851929116813i -0.143958425371412 - 0.0839866033505432i -0.0198981300420125+0.165474596837729i 0.165906712688299 - 0.0158978131433204i 0.0838802690433421+0.144020409119660i 0.166666666666667+0.00000000000000i -0.166476648198960 - 0.00795634226372067i 0.147803653785942+0.0770185542924764i 0.0119760087985746 - 0.166235835459850i -0.164958629996658+0.0237997514147414i -0.0906598902496781 - 0.139851929116813i -0.166476648198960+0.00795634226372067i 0.166666666666667+0.00000000000000i 68.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.153985488745378 - 0.0637671312952433i -0.140092048418759 - 0.0902884031734634i -0.0542013345191898 - 0.157607084593671i 0.122514026177237 - 0.112995978546234i -0.133683146144764 - 0.0995318753697295i 0.153985488745378+0.0637671312952433i 0.166666666666667+0.00000000000000i -0.0948882605130220 - 0.137018231613865i 0.0102235960185359 - 0.166352805393319i 0.156424869593149 - 0.0575242379397081i -0.0854304145881481 - 0.143106331240357i -0.140092048418759+0.0902884031734634i -0.0948882605130220+0.137018231613865i 0.166666666666667+0.00000000000000i 0.130939607859667+0.103114484294566i -0.0417660865154173+0.161348603325112i 0.166287119246864+0.0112415190413431i -0.0542013345191898+0.157607084593671i 0.0102235960185359+0.166352805393319i 0.130939607859667 - 0.103114484294566i 0.166666666666667+0.00000000000000i 0.0670112582001346+0.152601667920808i 0.137596401749603 - 0.0940479027056939i 0.122514026177237+0.112995978546234i 0.156424869593149+0.0575242379397081i -0.0417660865154173 - 0.161348603325112i 0.0670112582001346 - 0.152601667920808i 0.166666666666667+0.00000000000000i -0.0307881528737442 - 0.163798252189701i -0.133683146144764+0.0995318753697295i -0.0854304145881481+0.143106331240357i 0.166287119246864 - 0.0112415190413431i 0.137596401749603+0.0940479027056939i -0.0307881528737442+0.163798252189701i 0.166666666666667+0.00000000000000i 69.0000000000000+0.00000000000000i
